-0.000000,0.000000,0,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.000000
-0.000000,-0.000000,7,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003917
-0.000000,-0.000000,7,0.000008,0.000003,0.000004,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003810
-0.000000,-0.000000,7,0.000014,0.000010,0.000007,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003869
-0.000000,-0.000000,7,-0.000007,0.000024,0.000010,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003799
-0.000000,-0.000000,7,-0.000005,0.000026,0.000019,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003842
-0.000000,-0.000000,7,-0.000012,0.000009,0.000023,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003800
-0.000000,-0.000000,7,-0.000044,0.000008,0.000027,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003856
-0.000000,-0.000000,7,-0.000102,0.000040,0.000024,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003872
-0.000000,-0.000000,7,-0.000112,0.000054,0.000018,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003893
-0.000000,-0.000000,7,-0.000048,0.000015,0.000032,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003677
-0.000000,-0.000000,7,-0.000012,-0.000010,0.000043,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003849
-0.000000,-0.000000,7,-0.000112,-0.000009,0.000034,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003783
-0.000000,-0.000000,7,-0.000106,-0.000055,0.000047,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003780
-0.000000,-0.000000,7,-0.000102,-0.000035,0.000048,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003840
-0.000000,-0.000000,7,-0.000156,-0.000076,0.000046,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003742
-0.000000,-0.000000,7,-0.000165,-0.000054,0.000062,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003719
-0.000000,-0.000000,7,-0.000033,-0.000096,0.000087,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003687
-0.000000,-0.000000,7,-0.000073,-0.000073,0.000120,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003705
-0.000000,-0.000000,7,-0.000144,0.000010,0.000139,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003738
-0.000000,-0.000000,7,-0.000189,0.000070,0.000153,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003864
-0.000000,-0.000000,7,-0.000120,0.000165,0.000149,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003847
-0.000000,-0.000000,7,-0.000023,0.000107,0.000157,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003817
-0.000000,-0.000000,7,-0.000143,0.000146,0.000150,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003,0.003912
