-0.000000,-0.000000,6.000000,0.001707,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001722,-0.000003,0.000002,-0.000001,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001730,0.000035,0.000003,0.000003,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001716,0.000008,0.000006,0.000002,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001709,0.000018,0.000009,0.000002,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001720,0.000011,-0.000003,0.000002,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001669,0.000074,-0.000015,0.000010,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001714,0.000072,-0.000020,0.000011,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001699,0.000031,-0.000005,0.000011,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001752,-0.000030,0.000004,0.000003,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001684,-0.000120,0.000009,-0.000008,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001720,-0.000179,-0.000006,-0.000014,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001702,-0.000264,0.000003,-0.000025,-0.000000,-0.000000,0.000000,-0.000087,-0.000003,-0.000003
-0.000000,-0.000000,6.000000,0.001734,-0.000222,-0.000028,-0.000022,-0.000000,0.000000,0.000000,-0.000087,-0.000003,-0.000003
