-0.000000,0.000000,10.000000,0.001317,-6.500000,3.000000,0.000000,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001450,-6.500000,3.000000,0.000000,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001364,-6.500011,2.999997,0.000001,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001377,-6.500029,2.999988,-0.000006,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001411,-6.499991,2.999853,0.000003,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001443,-6.499890,2.999863,-0.000012,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001370,-6.499881,2.999886,-0.000007,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001386,-6.499852,2.999884,-0.000008,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001365,-6.499884,2.999890,-0.000004,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001418,-6.499944,2.999874,0.000007,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001402,-6.499875,2.999847,0.000000,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001531,-6.499916,2.999846,-0.000016,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001326,-6.499866,2.999835,-0.000006,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
-0.000000,0.000000,10.000000,0.001412,-6.499919,2.999836,-0.000004,-6.500000,3.000000,0.000000,-6.500093,3.000000,0.000000
