-6.500093,3.000000,0.000000,-0.004435,0.016685,-0.002493
-6.500093,3.000000,0.000000,-0.004226,0.017739,-0.002616
-6.499765,3.000000,0.000000,-0.004830,0.016599,-0.002468
-6.498936,3.000000,-0.000000,-0.005186,0.016057,-0.002375
-6.497936,3.000000,0.000025,-0.003599,0.014000,-0.001916
-6.496975,3.000002,0.004956,0.011829,0.026392,-0.001138
-6.496048,3.000010,0.014800,0.002016,0.008055,0.011696
-6.495148,3.000028,0.029512,0.000639,0.010652,0.025696
-6.494270,3.000059,0.049044,0.003908,0.017633,0.046269
-6.493409,3.000109,0.073380,0.013741,0.030941,0.071838
-6.492565,3.000179,0.102480,0.017144,0.036728,0.101199
-6.491838,3.000261,0.132376,0.016558,0.029570,0.130445
-6.491114,3.000365,0.162272,0.002754,0.023689,0.169364
-6.490393,3.000491,0.192168,-0.002933,0.020272,0.199284
-6.489676,3.000638,0.222062,-0.000704,0.013752,0.228662
-6.488969,3.000806,0.251922,-0.000688,0.020942,0.257196
-6.488324,3.000978,0.281341,-0.003817,0.012938,0.286893
-6.487601,3.001195,0.311379,-0.003713,0.035640,0.314556
-6.486443,3.001584,0.340993,-0.002785,0.035823,0.344054
-6.484497,3.002306,0.370508,0.002150,0.038296,0.372499
-6.482087,3.003282,0.400162,0.004246,0.031381,0.401392
-6.479539,3.004401,0.429751,0.002736,0.031986,0.430762
-6.476565,3.005815,0.459254,0.011006,0.034864,0.459467
-6.473177,3.007549,0.488632,0.007399,0.040059,0.488289
-6.469806,3.009401,0.517777,0.014229,0.044674,0.516793
-6.466478,3.011357,0.546832,0.014618,0.047660,0.546277
-6.463204,3.013412,0.575860,0.017751,0.045312,0.576027
-6.460004,3.015552,0.604983,0.013916,0.049570,0.604972
-6.456899,3.017762,0.634366,0.017860,0.061735,0.632279
-6.453914,3.020023,0.664152,0.014369,0.054762,0.670460
-6.451029,3.022347,0.693866,0.020560,0.050956,0.699429
-6.448186,3.024780,0.723813,0.024620,0.062126,0.728852
-6.445425,3.027291,0.753707,0.025818,0.054013,0.759032
-6.442738,3.029885,0.783583,0.026036,0.068120,0.786957
-6.440112,3.032576,0.813291,0.028961,0.068058,0.816243
-6.437533,3.035379,0.842681,0.029695,0.070965,0.844450
-6.434997,3.038304,0.871664,0.029277,0.075446,0.872314
-6.432504,3.041351,0.900199,0.033485,0.068956,0.901783
-6.430111,3.044442,0.924747,0.035691,0.072995,0.929308
-6.427778,3.047605,0.945952,0.035616,0.066862,0.952244
-6.425520,3.050795,0.965314,0.040479,0.090390,0.969137
-6.423362,3.053974,0.985104,0.047894,0.083392,0.986449
-6.421280,3.057178,1.005028,0.056704,0.076586,1.003784
-6.419275,3.060401,1.024778,0.050252,0.081217,1.029541
-6.415391,3.067066,1.059858,0.051318,0.095667,1.064342
-6.413491,3.070494,1.069956,0.057137,0.103260,1.070112
-6.411630,3.073933,1.079920,0.056676,0.107566,1.081319
-6.408010,3.080866,1.099851,0.058849,0.106341,1.105887
-6.406252,3.084359,1.109816,0.066637,0.102624,1.112661
-6.404510,3.087898,1.116498,0.071262,0.115405,1.112378
-6.402767,3.091480,1.118219,0.072544,0.121015,1.112544
-6.401018,3.095077,1.118219,0.074437,0.120222,1.115606
-6.399269,3.098674,1.118219,0.068625,0.113239,1.121803
-6.397518,3.102275,1.118216,0.073292,0.118354,1.122089
-6.395552,3.106319,1.118197,0.071452,0.114303,1.122899
-6.393369,3.110808,1.118180,0.077633,0.123452,1.122274
-6.391182,3.115305,1.118180,0.083150,0.129452,1.120993
-6.388995,3.119801,1.118180,0.087615,0.138191,1.119836
-6.386809,3.124298,1.118180,0.092572,0.140734,1.119623
-6.384622,3.128794,1.118180,0.094199,0.140273,1.119672
-6.380249,3.137787,1.118177,0.093379,0.154534,1.118294
-6.377975,3.142460,1.117380,0.101213,0.153050,1.118282
-6.375419,3.147705,1.117320,0.102335,0.156882,1.117478
-6.372785,3.153108,1.117204,0.100669,0.161029,1.117971
-6.370101,3.158614,1.117417,0.104243,0.167249,1.118422
-6.367178,3.164612,1.117392,0.104884,0.178000,1.118289
-6.364114,3.170902,1.117415,0.109976,0.180677,1.118023
-6.361048,3.177194,1.117417,0.112220,0.190674,1.118188
-6.357982,3.183487,1.117417,0.120431,0.205202,1.116173
-6.354916,3.189780,1.117417,0.123336,0.213417,1.115364
-6.348784,3.202365,1.117417,0.127484,0.230276,1.115830
-6.345713,3.208665,1.115796,0.122161,0.235611,1.114457
-6.342599,3.214987,1.109230,0.146613,0.238663,1.100293
-6.339411,3.221319,1.099266,0.144208,0.244476,1.097579
-6.336161,3.227619,1.089300,0.147168,0.241862,1.085538
-6.332848,3.233886,1.079336,0.154182,0.242726,1.071299
-6.329476,3.240115,1.069393,0.160143,0.252090,1.061135
-6.326048,3.246299,1.059555,0.161844,0.253741,1.054057
-6.322552,3.252461,1.049629,0.171338,0.262432,1.040358
-6.318994,3.258590,1.039680,0.171130,0.265568,1.038853
-6.315374,3.264685,1.029718,0.164736,0.269435,1.025426
-6.311693,3.270744,1.019753,0.173137,0.272761,1.011846
-6.307952,3.276766,1.009788,0.179193,0.271962,1.008260
-6.304151,3.282751,0.999823,0.172395,0.282226,1.004957
-6.300291,3.288697,0.989858,0.184778,0.285977,0.990195
-6.296372,3.294604,0.979893,0.193277,0.292639,0.978494
-6.292394,3.300472,0.969929,0.203124,0.295294,0.965186
-6.288362,3.306295,0.960010,0.198686,0.314369,0.953087
-6.284273,3.312079,0.951110,0.194983,0.299129,0.949685
-6.279964,3.318072,0.943428,0.199974,0.309884,0.945291
-6.275035,3.324803,0.933788,0.204537,0.316006,0.933052
-6.269719,3.331915,0.923851,0.221654,0.318686,0.920446
-6.264023,3.339378,0.913818,0.217976,0.325734,0.916268
-6.258040,3.347049,0.902613,0.215860,0.321037,0.903156
-6.251763,3.354920,0.892488,0.228258,0.329494,0.890130
-6.245394,3.362745,0.882521,0.244446,0.355318,0.876278
-6.238947,3.370506,0.872558,0.241273,0.353996,0.871823
-6.232427,3.378198,0.862631,0.238971,0.358569,0.868130
-6.225888,3.385764,0.853247,0.247520,0.360293,0.856827
-6.219259,3.393288,0.843687,0.263368,0.388801,0.841683
-6.212541,3.400768,0.833953,0.271326,0.394583,0.829578
-6.205725,3.408206,0.823992,0.275706,0.400592,0.823748
-6.198836,3.415577,0.814026,0.278910,0.416457,0.811442
-6.184838,3.430111,0.794099,0.300830,0.421340,0.793571
-6.177719,3.437285,0.784263,0.300653,0.423973,0.788535
-6.170543,3.444376,0.774301,0.292871,0.425531,0.778286
-6.163314,3.451378,0.764488,0.313565,0.435785,0.763744
-6.156056,3.458275,0.755031,0.317607,0.449427,0.751342
-6.148707,3.465125,0.745343,0.315609,0.432557,0.748919
-6.141260,3.471931,0.735385,0.307917,0.447912,0.744290
-6.133745,3.478664,0.725419,0.305609,0.451208,0.732331
-6.126164,3.485321,0.715454,0.323662,0.447754,0.719779
-6.118516,3.491902,0.705489,0.341412,0.460071,0.705222
-6.110804,3.498406,0.695524,0.377287,0.482579,0.697827
-6.103027,3.504833,0.685561,0.364202,0.487544,0.686911
-6.095199,3.511173,0.675719,0.374316,0.490937,0.673993
-6.087316,3.517431,0.665942,0.421136,0.503961,0.659859
-6.079350,3.523627,0.656029,0.395051,0.506692,0.654316
-6.071326,3.529742,0.646063,0.404954,0.501617,0.649767
-6.063240,3.535777,0.636098,0.413647,0.506612,0.638018
-6.055095,3.541731,0.626133,0.427603,0.526837,0.624390
-6.038629,3.553394,0.606204,0.446349,0.539730,0.608139
-6.030311,3.559090,0.593218,0.457108,0.545323,0.592572
-6.022085,3.564546,0.576919,0.463424,0.540094,0.576963
-6.013632,3.569937,0.557989,0.470345,0.549638,0.559860
-6.004976,3.575226,0.538283,0.476873,0.548487,0.533423
-5.996186,3.580359,0.518352,0.489438,0.556698,0.508388
