-6.500093,3.000000,0.000000,-0.053030,0.026628,0.050290
-6.500093,3.000000,0.000000,-0.053155,0.024859,0.049382
-6.500093,3.000000,0.000000,-0.053841,0.025715,0.048705
-6.500093,3.000000,0.000000,-0.053616,0.026239,0.050069
-6.500093,3.000000,0.000000,-0.052972,0.026143,0.049219
-6.500093,3.000000,0.000000,-0.053438,0.025610,0.049976
-6.500093,3.000000,0.000000,-0.053993,0.025544,0.050275
-6.500093,3.000000,0.000000,-0.054452,0.026352,0.048781
-6.500093,3.000000,0.000000,-0.052800,0.027532,0.048822
-6.500093,3.000000,0.000000,-0.054285,0.026347,0.051226
-6.500093,3.000000,0.000000,-0.053960,0.026883,0.050268
-6.500093,3.000000,0.000000,-0.053882,0.026640,0.050370
-6.500093,3.000000,0.000000,-0.053633,0.025344,0.049589
-6.500093,3.000000,0.000000,-0.053509,0.026713,0.050149
-6.500015,3.000000,0.000000,-0.053587,0.026382,0.048610
-6.499436,3.000000,0.000000,-0.053770,0.025450,0.050909
-6.498436,3.000000,-0.000000,-0.053374,0.024737,0.051089
-6.497438,3.000000,0.000749,-0.051303,0.022991,0.049234
-6.496479,3.000002,0.006444,-0.035881,0.029042,0.051353
-6.495554,3.000012,0.017049,-0.043844,0.017343,0.048051
-6.494656,3.000032,0.032522,-0.041577,0.025371,0.049302
-6.493750,3.000068,0.054175,-0.048572,0.025480,0.048294
-6.492893,3.000123,0.080825,-0.053650,0.028204,0.048552
-6.492132,3.000192,0.110510,-0.053849,0.031970,0.050807
-6.491405,3.000280,0.140406,-0.054049,0.028696,0.049170
-6.490682,3.000390,0.170303,-0.049991,0.030665,0.046622
-6.489962,3.000521,0.200198,-0.050080,0.035695,0.045176
-6.489247,3.000674,0.230089,-0.050691,0.042517,0.047943
-6.488549,3.000845,0.259889,-0.046629,0.044267,0.050358
-6.487904,3.001023,0.289323,-0.047893,0.036389,0.048945
-6.487136,3.001262,0.319155,-0.049886,0.039530,0.048620
-6.485710,3.001755,0.348844,-0.047685,0.038445,0.049659
-6.483672,3.002529,0.378434,-0.040358,0.049429,0.047860
-6.481182,3.003560,0.408033,-0.039398,0.043017,0.048907
-6.478421,3.004800,0.437615,-0.040975,0.038832,0.049354
